,conversation_id_str,created_at,favorite_count,tweet,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,predicted_sentiment
15,1844677613832360021,Fri Oct 11 23:17:27 +0000 2024,3, tempodotco  trollfootball tempo kok begitu bikin berita     timnas shrsnya menang tapi diimbangi bahrain krn wasit ngaco bin curang  bukan timnas yg imbangi bahrain ,1844880020642333144,,tempodotco,in,,0,0,0,https://x.com/Gun999Mas/status/1844880020642333144,1725390341300420608,Gun999Mas,negative
16,1844879692266078618,Fri Oct 11 23:16:09 +0000 2024,0,postingan eri cahyadi pancing warga beri komentar lucu untuk wasit ahmed al kaf  wasit asal oman ahmed al kaf tengah menjadi sorotan di indonesia  keputusannya dalam peandingan antara https   t co sorvifkuhk  olahraga  bahrain  pialadunia  sepakbola via  beritajatimcom,1844879692266078618,,,in,Surabaya,0,0,0,https://x.com/beritajatimcom/status/1844879692266078618,21287066,beritajatimcom,positive
17,1844879612519776623,Fri Oct 11 23:15:50 +0000 2024,0,gada yg mau silaturahmi ke google maps nya nih   bahrain  afcmafia  wasit https   t co 2pse6mvqul,1844879612519776623,https://pbs.twimg.com/media/GZpUOrqaAAIWyr7.jpg,,in,,0,0,0,https://x.com/03_pradifta/status/1844879612519776623,1752435184178470912,03_pradifta,neutral
18,1844878392656855261,Fri Oct 11 23:10:59 +0000 2024,184,timnas indonesia ternyata tak hanya didzalimi oleh wasit ahmed al kaf yang memimpin peandingan kontra bahrain  timnas indonesia bahkan dilarang menyaapa supoer yang hadir langsung ke stadion usai laga  kebiasaan yang sudah menjadi bagian dari timnas indonesia ini pun https   t co 0oout1idxk,1844878392656855261,https://pbs.twimg.com/media/GZpTGlmaAAAaRbd.jpg,,in,"Pulo Gadung, Indonesia",1,41,50,https://x.com/tvOneNews/status/1844878392656855261,55507370,tvOneNews,positive
19,1844737507390521697,Fri Oct 11 23:10:04 +0000 2024,0, tvonenews usut punya usut setelah gagal perpanjangan jabatan wasit ini bersekongkol dgn mk  manager kesebelasan  bahrain untuk mengubah uu permainan  rules of the game  lewat additional time  ,1844878161579999631,,tvOneNews,in,"East Java, Indonesia",0,0,0,https://x.com/PandawaPut68111/status/1844878161579999631,1709880564738867200,PandawaPut68111,neutral
20,1844878149248745932,Fri Oct 11 23:10:01 +0000 2024,0,skuad garuda ayo lupakan bahrain meski di paksa bermain imbang oleh wasit kontroversi   https   t co zwjo9t3jfx,1844878149248745932,,,in,"Jakarta, Indonesia",0,0,0,https://x.com/OlretK/status/1844878149248745932,1578954814729248769,OlretK,neutral
21,1844732882407067670,Fri Oct 11 23:09:40 +0000 2024,5, satria gigin semoga lawan arab saudi bahrain zonk wasit e dzolim kena azap ,1844878062439236069,,satria_gigin,in,"Semarang, Jawa Tengah",0,1,0,https://x.com/IndraDe95278082/status/1844878062439236069,1398290521806622724,IndraDe95278082,positive
22,1844461902224826460,Fri Oct 11 23:08:26 +0000 2024,2, salvanyyy wasit bahrain vs indonesia anjing https   t co rpdcpzrm1i,1844877749061812439,https://pbs.twimg.com/media/GZpSiRsaYAAd3dq.jpg,salvanyyy,in,,0,0,0,https://x.com/Serly_zuhri/status/1844877749061812439,1133159143,Serly_zuhri,neutral
23,1844876966236913907,Fri Oct 11 23:05:19 +0000 2024,4,istilah 90 6 99 jadi viral ini rangkuman kecurangan wasit ahmed al kaf di peandingan indonesia vs bahrain https   t co u74hyugl4p,1844876966236913907,,,in,Indonesia,0,0,1,https://x.com/BeritakanID_com/status/1844876966236913907,1512483442600341505,BeritakanID_com,neutral
24,1844876308737937534,Fri Oct 11 23:02:42 +0000 2024,0,ini yg masih blg indonesia lebay cuma krna permasalahin additional time coba deh nonton full time yaaaa  gimana timnas udh sabar selama full time ngeladenin bahrain   keputusan2 wasit yg merugikan   biar paham knp pemain timnas emosi sakit bgt lah disuruh sabar dan nerima ,1844876308737937534,,,in,Indonesia,0,0,0,https://x.com/elisabethn_/status/1844876308737937534,106008053,elisabethn_,negative
25,1844548848691413267,Fri Oct 11 23:01:41 +0000 2024,2, lecit broo  jonrugintingnew loe pikir dibelakang permainan kmrn ga ada politik  intrik  antar wasit sama bahrain  lu pikir aja pake otak,1844876050297389118,,Lecit_Broo,in,Indonesia,0,0,0,https://x.com/Anjanifaa/status/1844876050297389118,1682699985207595008,Anjanifaa,negative
26,1844874829314572296,Fri Oct 11 22:56:50 +0000 2024,0,perasaan timeline aman   aman aja ga ada bobotoh yang rame knapa si ufi kek gini  bahkan ramenya sama hujatan ke wasit vs bahrain kemarin   mau manasin lagi apa gimana ,1844874829314572296,,,in,,0,6,0,https://x.com/Spiderwots616/status/1844874829314572296,247135071,Spiderwots616,negative
27,1844444678932062539,Fri Oct 11 22:56:25 +0000 2024,0, fayadzinho permainan bangsa bahrain yang sangat menjijikkan akibat sokongan wasit dan afc,1844874724758913134,,fayadzinho,in,"Brebes, Indonesia",0,0,0,https://x.com/wae_sad/status/1844874724758913134,1494873845085315080,wae_sad,positive
28,1844874687190548543,Fri Oct 11 22:56:16 +0000 2024,0,ski floral ala korea ini bikin kamu jadi tambah gemes loh yuk tambah koleksi ootd mu sekarang https   t co vbnsoqcnfa  bahrain  afcmafia  welcomebackseunghan  wasit  ootd  trending  cute  fifa https   t co 8ufhbrlxez,1844874687190548543,https://pbs.twimg.com/media/GZpPvXxaAAUDFAj.jpg,,in,Indonesia,0,0,0,https://x.com/yuliawt_/status/1844874687190548543,1038775094,yuliawt_,positive
29,1844695616943018185,Fri Oct 11 22:53:18 +0000 2024,0, roman paqr wasit anjing bahrain,1844873942353465784,,roman_paqr,in,,0,0,0,https://x.com/SiKemba95032136/status/1844873942353465784,1612623142530482176,SiKemba95032136,negative
30,1844873346015748102,Fri Oct 11 22:50:56 +0000 2024,0,yang peama ku tuntut di akhirat adalah mulyono n kel n antek bahrain n wasit org yg maling barangku dan korup wkwkwkw tenang masih ada pengadilan akhirat,1844873346015748102,,,in,"Palembang, South Sumatra",0,0,0,https://x.com/suka_berisik/status/1844873346015748102,1350659142,suka_berisik,positive
31,1844526947633635736,Fri Oct 11 22:50:41 +0000 2024,0, mesopot93  faajmin  football li5 permainan bahrain cuman mengandalkan wasit      ,1844873284011327824,,Mesopot93,in,"East Borneo, Indonesia",0,0,0,https://x.com/ariiiiiss/status/1844873284011327824,3235928766,ariiiiiss,neutral
32,1844872235640824241,Fri Oct 11 22:46:31 +0000 2024,74,selamat pagi yang belum bangun jam segini mirip wasit bahrain,1844872235640824241,,,in,18+ okay?,0,8,0,https://x.com/nostradamooz/status/1844872235640824241,1269731790857461760,nostradamooz,neutral
33,1844646344117367148,Fri Oct 11 22:42:05 +0000 2024,0, trollfootball saya berharap leg kedua nanti indnesia melawan bahrain dipimpin kembali oleh wasit ini agar dia dikasih kejutan oleh suppoer ditempat kami  gebugan ajig   ,1844871119108792765,,TrollFootball,in,Bandung,0,0,0,https://x.com/IeuAbdiNyak/status/1844871119108792765,367115091,IeuAbdiNyak,positive
34,1844783565017407874,Fri Oct 11 22:34:36 +0000 2024,0, yourboyfar wasit bahrain efek kah ,1844869237275492448,,yourboyfar,in,,0,0,0,https://x.com/aldryannn16/status/1844869237275492448,3012044623,aldryannn16,neutral
35,1844868727625728113,Fri Oct 11 22:32:35 +0000 2024,2, populer tren  kontroversi wasit indonesia vs bahrain   peluang timnas lolos piala dunia 2026 https   t co zyh6sutmo8 https   t co yr7dnvag70,1844868727625728113,https://pbs.twimg.com/media/GZpKVOOaAAMhpxY.jpg,,in,Jakarta,0,0,0,https://x.com/kompascom/status/1844868727625728113,23343960,kompascom,neutral
36,1844868289346011589,Fri Oct 11 22:30:50 +0000 2024,0,indonesia vs bahrain  fifa harus menyelidiki wasit botak ini https   t co jwsgjsmk0z,1844868289346011589,https://pbs.twimg.com/ext_tw_video_thumb/1844868228935450624/pu/img/TqTnRa6rplb6IEbk.jpg,,in,,0,0,0,https://x.com/Paradoks_24/status/1844868289346011589,1464373417759678469,Paradoks_24,neutral
37,1844866291947143581,Fri Oct 11 22:22:54 +0000 2024,0,random     ekspresi pak muh ketika nonton timnas vs bahrain mewakili wa    https   t co eps06nsbhi via  youtube fifa ahmed al kaf war is over wasit bahrain pak muh witan sma 70,1844866291947143581,,,in,,0,0,0,https://x.com/khoirinaumayah/status/1844866291947143581,1781320832553541632,khoirinaumayah,neutral
38,1844755531992551529,Fri Oct 11 22:17:28 +0000 2024,0, idextratime gol bahrain di menit 98 itu ilegal karena sdh diluar menit yg ditentukan wasit  kalau sampai bahrain tak cetak gol bisa saja permainan sampai 115 menit  banyak timnas diluar timur tengah dicurangi wasit timur tengah ketika lawannya timnas dari timur tengah  apalagi afc di qatar,1844864922670522386,,idextratime,in,,0,0,0,https://x.com/SantuySaja89/status/1844864922670522386,1787324819719311360,SantuySaja89,positive
39,1844440088832573950,Fri Oct 11 22:16:27 +0000 2024,0, my supersoccer bejat moralmu hai wasit kamu di bayar berapa sama bahrain teganya kamu ngerjai indonesia hai botak,1844864668005028164,,my_supersoccer,in,,0,0,0,https://x.com/PharnoilT/status/1844864668005028164,1484164465851793409,PharnoilT,neutral
40,1844863869203939459,Fri Oct 11 22:13:16 +0000 2024,0,protest atas kelakuan wasit  ahmedalkaf pada peandingan bahrain vs indonesia harus lewat surat resmi tetapi alangkah baiknya diantar langsung ke fifa untuk afc disurati aja  banyak yg menyampaikan sudut pandang bahwa  theifab laws of the game itu terbukti kita dicurangi,1844863869203939459,,,in,"ÜT: 1.255875,124.77854",0,0,0,https://x.com/epenvictor/status/1844863869203939459,53893035,epenvictor,neutral
41,1844863170013548900,Fri Oct 11 22:10:30 +0000 2024,0,dengan ini harusnya langsung ajukan keberatan pada fifa maupun afc  walau chairman afc asal bahrain tapi tidak bisa mengelak fakta bahwa kemenangan indonesia dicuri oleh wasit  tolong pak  erickthohir perjuangkan jerih lelah  timnasindonesia,1844863170013548900,,,in,"ÜT: 1.255875,124.77854",0,0,0,https://x.com/epenvictor/status/1844863170013548900,53893035,epenvictor,negative
42,1844862715988496820,Fri Oct 11 22:08:42 +0000 2024,0,ajiglah bangun tidur langsung kepikiran bahrain  gak akan pernah ikhlas demi allah wasit ajig,1844862715988496820,,,in,,0,0,0,https://x.com/DTSfairy/status/1844862715988496820,1309104035090305030,DTSfairy,positive
43,1844579150411215354,Fri Oct 11 21:59:46 +0000 2024,1, my supersoccer berharap wasit dpt sanksi dan bahrain didiskualifikasi  bisa gak yaaa   ,1844860468671942911,,my_supersoccer,in,,0,0,0,https://x.com/DeeMz29429466/status/1844860468671942911,1140279766341177345,DeeMz29429466,positive
44,1844860185556467899,Fri Oct 11 21:58:38 +0000 2024,0,kami informasikan untuk pasaran hongkong dan sidney sudah berganti link acuan terbaru  amp  disiarkan langsung sehingga membuat permainan lebih fair ya bosku link   yatkorek com   koma ganti titik   wa   0813 6757 8372  bahrain  afcmafia  wasit  yatogel https   t co t1o9mmijhk,1844860185556467899,https://pbs.twimg.com/media/GZpCXlWaEAAv_5H.jpg,,in,,0,0,0,https://x.com/yat0gel/status/1844860185556467899,1790686429108211712,yat0gel,neutral
45,1844550423866413382,Fri Oct 11 21:52:45 +0000 2024,0, mafiawasit wasit laknat saya sumpah bahrain selamanya tdk akan pernah ikut piala dunia,1844858705671794816,,MafiaWasit,in,,0,0,0,https://x.com/MasDuki783987/status/1844858705671794816,1764992082710847488,MasDuki783987,negative
46,1844592304599990676,Fri Oct 11 21:51:44 +0000 2024,0, idextratime bagi yg hadir nanti di gbk saat timnas vs bahrain jgn lupa bentangkan spanduk 90   6   99 38 teror pakai kata2 bijak biar mereka paham pasang foto wasit curang,1844858447503978870,,idextratime,in,,0,1,0,https://x.com/r_kunipa/status/1844858447503978870,1827318128017387520,r_kunipa,neutral
47,1844857250093113666,Fri Oct 11 21:46:58 +0000 2024,0,dibalik perampokan wasit  theafcdotcom  fifacom  fifaworldcup indonesia vs bahrain kaum akamsi x anti naturalisasi masih ada setelah gimana sakitnya pemain pemain keturunan yg mereka tolak karena merepresentasikan timnas dirampok dengan kejamnya pleh wasit   ,1844857250093113666,,,in,,0,1,0,https://x.com/dioristu12/status/1844857250093113666,3134093443,dioristu12,negative
48,1844834635043442713,Fri Oct 11 20:17:07 +0000 2024,429,mancing  eh kepancing https   t co lqkfxwqwrd https   t co vijidr7emy https   t co rbhltdrcmy https   t co s3sfkih6li https   t co ijkjwogqdi https   t co kpz4jrjexo https   t co rsh8d9knlk sandra dewi bahrain sma 70 wasit fifa 6 sd manga baim 2  super1mviews  afc mafia https   t co 42bqhodqju,1844834635043442713,https://pbs.twimg.com/media/GZorUZ8bMAAh1cm.jpg,,in,,0,34,41,https://x.com/nazaryoi/status/1844834635043442713,1698806761023774720,nazaryoi,neutral
49,1844824255713980417,Fri Oct 11 20:06:37 +0000 2024,15, idextratime gara timnasnya yg main mata dgn wasit terpantau lebih dari 24 jam match bahrain v timnas indonesia kelar  sampai saat ini akun resmi timnas bahrain otoritas olahraga bahrain akun olimpiadenya  amp  media sea akun pribadi keluarga kerajaan ga berani buka komentar di instagram https   t co dutcyyhsbo,1844831995429556606,https://pbs.twimg.com/media/GZoo6vgagAA8td0.jpg,idextratime,in,,0,3,3,https://x.com/chanceuux/status/1844831995429556606,1032772831,chanceuux,neutral
50,1844830835029230054,Fri Oct 11 20:02:01 +0000 2024,3,bisa enggak robotx loe  elonmusk gantiin wasit sampah kayak si bobi  botak biadab  indonesia vs bahrain ,1844830835029230054,,,in,Indonesia,0,0,2,https://x.com/HendroBatuayau/status/1844830835029230054,2288275140,HendroBatuayau,negative
51,1844724133114040387,Fri Oct 11 20:01:03 +0000 2024,0, salvanyyy lalu wasit mencuri poin untuk bahrain dari timnas indo,1844830592493600920,,salvanyyy,in,"Tangerang, Indonesia",0,0,0,https://x.com/_anggotadewan/status/1844830592493600920,1279851193670365184,_anggotadewan,negative
52,1844475486790979732,Fri Oct 11 19:57:32 +0000 2024,0, afcasiancup  visitsaudi bahrain tidak tahu malu cuma bisa seri aja hasil wasit ngrrampok waktu    afcmafiamoney,1844829707029946607,,afcasiancup,in,Hirosima,0,0,0,https://x.com/ray_buchory/status/1844829707029946607,1120029986998501376,ray_buchory,negative
53,1844827796205682935,Fri Oct 11 19:49:56 +0000 2024,1,bahrain  afcmafia wasit bantu dukungan nya buat ch yt saya https   t co bvn0rofqv0 https   t co bxfsrs4evq,1844827796205682935,https://pbs.twimg.com/media/GZolGp7bUAARDma.jpg,,in,indonesia,0,0,0,https://x.com/orangsabar_nava/status/1844827796205682935,712606002579779584,orangsabar_nava,neutral
54,1844826948415234398,Fri Oct 11 19:46:34 +0000 2024,0,wasit bahrain kantong penuh  afcmafiamoney  fifa afc mafia https   t co fzmt9nzmqx,1844826948415234398,https://pbs.twimg.com/media/GZokVA8boAE67ll.jpg,,in,,0,0,0,https://x.com/fullartdesign42/status/1844826948415234398,1602105258993676288,fullartdesign42,negative
55,1844236211147456721,Fri Oct 11 19:43:30 +0000 2024,0, erickthohir saya pendukung timnas indonesia sebagus apapun timnas indonesia bermain kalau dipimpin oleh wasit curang maka tidak akan pernah melaju ke level apapun manapun    tolong sampaikan protes ke  fifacom batalkan 3 poin bahrain   ,1844826175061017054,,erickthohir,in,"Cilacap,Jawa Tengah, Indonesia",0,0,0,https://x.com/teguhwidji/status/1844826175061017054,366490008,teguhwidji,negative
56,1844457777269518715,Fri Oct 11 19:43:14 +0000 2024,0, ternakdigembala  info seriea firman utina dkk juga dulu pernah ngalahin bahrain di piala asia ya berai seharus nya skr lebih bisa ngalahin mereka tanpa alasan wasit,1844826110791713008,,ternakdigembala,in,,0,0,0,https://x.com/NaufalAuli84409/status/1844826110791713008,1692541155932790784,NaufalAuli84409,negative
57,1844825426625241378,Fri Oct 11 19:40:31 +0000 2024,0,huah jahat banget wasit sama bahrain,1844825426625241378,,,in,"JOG , IDN",0,0,0,https://x.com/in_tone/status/1844825426625241378,584030998,in_tone,negative
58,1844808069416706200,Fri Oct 11 18:31:33 +0000 2024,0,warga  62 dan bahrain mending kompak aja protes wasit ahmad al kaf ke fifa bahrain protes goal peama ragnar yg menurutnya hand ball terlebih dulu yg dimana bagi mereka seharusnya mereka menang indo protes soal perpanjangan waktu yg mengakibatkan seri ,1844808069416706200,,,in,,0,0,0,https://x.com/Zverxos/status/1844808069416706200,1434763590913777665,Zverxos,positive
59,1844805503291113547,Fri Oct 11 18:30:41 +0000 2024,1, bahrainfa kami tunggu bahrain di indonesia kami akan ajarkan kalian utk bermain  amp  meraih poin dengan cara yg bermoral  amp  bermaabat bukan dgn cara menyuap wasit yg bermental anjing dari  omanfa cara kalian bermain sangat menjijikan  afc mafia  afccorruption  dogreferee,1844807853351358473,,BahrainFA,in,,0,0,0,https://x.com/putra_merbabu/status/1844807853351358473,1633116365853806602,putra_merbabu,negative
60,1844755531992551529,Fri Oct 11 18:29:12 +0000 2024,1, idextratime doa dari 40 orang aja peluang di jabah makin besar  gimana doa dari 270jt rakjay indonesia apa engga makin langsung di jabah tuh mana isinya doa buruk semua ke wasit  amp  bahrain ,1844807478405632237,,idextratime,in,,0,0,0,https://x.com/najaejaee14/status/1844807478405632237,1730525997668409344,najaejaee14,negative
61,1844544782741405889,Fri Oct 11 18:28:42 +0000 2024,0, wnisekai lagi kesel sama wasit pas peandingan indo vs bahrain malah nemu tweet ini   cokk jastip sushi cokkk    basi laa cok plislahh tambah emosi gw bacanya ,1844807354690478302,,wnisekai,in,,0,0,0,https://x.com/rakyatjelatw/status/1844807354690478302,1627838480461205505,rakyatjelatw,negative
62,1844806428751757760,Fri Oct 11 18:25:02 +0000 2024,0,wasit   sudah sesuai aturan main  tidak suka lapor aja ke boss ane king bahrain ,1844806428751757760,,,in,"Jakarta Pusat, DKI Jakarta",0,0,0,https://x.com/readMeAja/status/1844806428751757760,415510248,readMeAja,negative
63,1844795588715397224,Fri Oct 11 18:20:57 +0000 2024,0, au liajkt48 gabisa lia masih kepikiran wasit bahrain yang bikin indonesia gagal menang itu,1844805401218290136,,AU_LiaJKT48,in,,0,0,0,https://x.com/nivlacml/status/1844805401218290136,520074629,nivlacml,negative
64,1844805185576509847,Fri Oct 11 18:20:05 +0000 2024,0,fyi ketua afc adalah orang bahrain  terlepas dari molornya waktu yang diberikan wasit ahmed al kaff pada laga indonesia vs bahrain harusnya 90 6 usai tapi menit 90 9 dan 90 10 ditiup peluit resiko bahrain cetak gol kedua  skor asli 2 1 jadi 2 2  https   t co eckcmuetxf,1844805185576509847,,,in,"Kota Bandung, Jawa Barat",0,0,0,https://x.com/themunim17/status/1844805185576509847,480526639,themunim17,neutral
65,1844676620679782703,Fri Oct 11 18:19:40 +0000 2024,0, nocontextfooty media eropa sampai terheran heran sama wasit peandingan indonesia vs bahrain kemarin,1844805081629180395,,nocontextfooty,in,Kabupaten Karanganyar,0,0,0,https://x.com/MuhammadFuad30/status/1844805081629180395,1679557536545144832,MuhammadFuad30,neutral
66,1844803825108140363,Fri Oct 11 18:14:41 +0000 2024,0,harusnya emang hastag dan pembahasan bahrain wasit dan afc harus terus diramein disemua sosmed sampai ada klarifikasi dari pihak mereka semua  enak bgt mereka kalo kita ramenya cuma sehari doang  afcmafiamoney  afcmafia,1844803825108140363,,,in,,0,0,0,https://x.com/nf_feb/status/1844803825108140363,1660052971,nf_feb,positive
67,1844802529713922062,Fri Oct 11 18:11:45 +0000 2024,0,setelah peandingan antara indonesia dan bahrain yang berakhir 2 2 shin tae yong mengkritik keras keputusan wasit terutama terkait tambahan waktu  shin menyoroti bahwa wasit ahmed al kaf memberikan waktu tambahan lebih dari yang seharusnya yakni lebih dari sembilan menit ,1844803088584217000,,cironikaCijolek,in,,0,1,0,https://x.com/cironikaCijolek/status/1844803088584217000,611514053,cironikaCijolek,positive
68,1844716215677452357,Fri Oct 11 18:06:46 +0000 2024,3, mamatalkatiri harusnya sisipkan 1 pesepakbola antah berantah besok lawan bahrain di gbk  kalau wasitnya taek tugasnya suruh pukul tuh wasit aja gausah maen  dikau merah dan banned dari bola  dendam anakbolatersampaikan,1844801831706227112,,MamatAlkatiri,in,Jgj - Bli - Jkt - Bks - Crb,0,0,0,https://x.com/yosuakristian/status/1844801831706227112,59736553,yosuakristian,negative
69,1844801487039348744,Fri Oct 11 18:05:23 +0000 2024,1,afcmafia bahrain asu wasit kontol https   t co hwsm99fx55,1844801487039348744,https://pbs.twimg.com/ext_tw_video_thumb/1844801443154554880/pu/img/slD_2dWwOmLTh6Yu.jpg,,in,,0,0,0,https://x.com/andhikawp25/status/1844801487039348744,1744383811537059840,andhikawp25,neutral
70,1844799643445555226,Fri Oct 11 17:58:04 +0000 2024,0,yak sebelum tidur wasit oman anjing bahrain anjing afc anjing,1844799643445555226,,,in,,0,0,0,https://x.com/BharaHember/status/1844799643445555226,595631088,BharaHember,negative
71,1844695288566698322,Fri Oct 11 17:24:12 +0000 2024,17, alggzndr  aingriwehuy agak sulit sih mau komplain juga  ketua afc nya aja orang bahrain malah nempatin wasit arab  memang udah terkenal dengan kkn mereka  para pendahulunya aja ditangkep karena korupsi semua  https   t co g57diuokh7,1844791120057770465,https://pbs.twimg.com/media/GZoDvx3bMAAvfmi.jpg,alggzndr,in,"Bandung, Jawa Barat",0,0,0,https://x.com/leogusta_/status/1844791120057770465,72044599,leogusta_,negative
